article,gender
Thomas_Hobbes,Male
Thomas_Jefferson,Male
Thomas_Malthus,Male
Thomas_More,Male
Thomas_Pynchon,Male
Thomas_Samuel_Kuhn,Male
Thor,Male
Thorax,Unknown
Thorium,Unknown
Thrasybulus,Male
Three_Gorges_Dam,Unknown
Three_Laws_of_Robotics,Unknown
Three_Mile_Island_accident,Unknown
Thrush_%28bird%29,Unknown
Thucydides,Male
Thulium,Unknown
Thunderstorm,Unknown
Tiananmen_Square_protests_of_1989,Unknown
Tibet,Unknown
Tide,Unknown
Tiger,Unknown
Tiger_Woods,Male
Tiger_shark,Unknown
Tigris,Unknown
Tijuana,Unknown
Tiktaalik,Unknown
Tim_Berners-Lee,Male
Tim_Henman,Male
Timbuktu,Unknown
Time,Unknown
Time_zone,Unknown
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Unknown
Timken_1111,Unknown
Timur,Male
Tin,Unknown
Tin%28II%29_chloride,Unknown
Tin_whistle,Unknown
Tiridates_I_of_Armenia,Male
Titanium,Unknown
Titanosauridae,Unknown
To_Kill_a_Mockingbird,Unknown
Tobacco,Unknown
Tobacco_smoking,Unknown
Tofu,Unknown
Togo,Unknown
Tokelau,Unknown
Tokyo,Unknown
Toluene,Unknown
Tom_and_Jerry_%28MGM%29,Unknown
Tone_cluster,Unknown
Tonga,Unknown
Tony_Blair,Male
Tooth_development,Unknown
Tooth_enamel,Unknown
Top_of_the_Pops,Unknown
Topology,Unknown
Toraja,Unknown
Tornado,Unknown
Toronto,Unknown
Tottenham_Hotspur_F.C.,Unknown
Tour_de_France,Unknown
Tourette_syndrome,Unknown
Tourism,Unknown
Tower_Bridge,Unknown
Tower_of_London,Unknown
Toy,Unknown
Toy_Story,Unknown
Trabancos_River,Unknown
Trade_and_usage_of_saffron,Unknown
Trade_union,Unknown
Trafalgar_Square,Unknown
Train,Unknown
Trans-Siberian_Railway,Unknown
Transit_of_Venus,Unknown
Transport,Unknown
Trapdoor_spider,Unknown
Treasure_Island,Unknown
Treaty_of_Devol,Unknown
Treaty_of_Versailles,Unknown
Tree,Unknown
Tree_Sparrow,Unknown
Tree_frog,Unknown
Treecreeper,Unknown
Trench_warfare,Unknown
Triassic,Unknown
Triathlon,Unknown
Tribe,Unknown
Triceratops,Unknown
Trichinosis,Unknown
Triggerplant,Unknown
Trigonometric_function,Unknown
Trigonometry,Unknown
Trimurti,Unknown
Trinidad_and_Tobago,Unknown
Trinity,Unknown
Trinity_College%2C_Cambridge,Unknown
Trinity_test,Unknown
Tripitaka,Unknown
Tripoli,Unknown
Triumph_of_the_Will,Unknown
Trobairitz,Unknown
Trojan_War,Unknown
Troodon,Unknown
Troop_sleeper,Unknown
Tropical_Storm_Allison,Unknown
Tropical_Storm_Ana_%282003%29,Unknown
Tropical_Storm_Bilis_%282006%29,Unknown
Tropical_Storm_Bonnie_%282004%29,Unknown
Tropical_Storm_Chris_%282006%29,Unknown
Tropical_Storm_Danielle_%281992%29,Unknown
Tropical_Storm_Delta_%282005%29,Unknown
Tropical_Storm_Franklin_%282005%29,Unknown
Tropical_Storm_Harvey_%282005%29,Unknown
Tropical_Storm_Henri_%282003%29,Unknown
Tropical_Storm_Isabel_%281985%29,Unknown
Tropical_Storm_Larry_%282003%29,Unknown
Tropical_Storm_Lee_%282005%29,Unknown
Tropical_Storm_Leslie_%282000%29,Unknown
Tropical_Storm_Matthew_%282004%29,Unknown
Tropical_Storm_Odette_%282003%29,Unknown
Tropical_Storm_Vamei,Unknown
Tropical_Storm_Zeta_%282005%29,Unknown
Tropical_cyclone,Unknown
Tropics,Unknown
Trout,Unknown
Trumpet,Unknown
Tsar_Bomba,Unknown
Tsunami,Unknown
Tuatara,Unknown
Tuberculosis,Unknown
Tufted_Duck,Unknown
Tuna,Unknown
Tungsten,Unknown
Tunis,Unknown
Tunisia,Unknown
Tupac_Shakur,Male
Turin,Unknown
Turkey,Unknown
Turkey_%28bird%29,Unknown
Turkish_Republic_of_Northern_Cyprus,Unknown
Turkish_literature,Unknown
Turkmenistan,Unknown
Turks_and_Caicos_Islands,Unknown
Turmeric,Unknown
Turner_syndrome,Unknown
Turquoise,Unknown
Turtle,Unknown
Tutsi,Unknown
Tuvalu,Unknown
Tycho_Brahe,Male
Typewriter,Unknown
Typhoon_Ewiniar_%282006%29,Unknown
Typhoon_Saomai_%282006%29,Unknown
Tyrannosaurus,Unknown
U.S._Navy_Marine_Mammal_Program,Unknown
U.S._Open_%28tennis%29,Unknown
U.S._Route_66,Unknown
U.S._state,Unknown
U2,Unknown
USS_Wisconsin_%28BB-64%29,Unknown
Ubuntu_%28Linux_distribution%29,Unknown
Uffington_White_Horse,Unknown
Uganda,Unknown
Ukraine,Unknown
Ukulele,Unknown
Ulawun,Unknown
Ultimatum_game,Unknown
Ultraviolet,Unknown
Uluru,Unknown
Ulysses_S._Grant,Male
Umbrella_Cockatoo,Unknown
Underground_%28stories%29,Unknown
Union_Flag,Unknown
Union_Station_%28San_Diego%29,Unknown
United_Arab_Emirates,Unknown
United_Kingdom,Unknown
United_Kingdom_national_football_team,Unknown
United_Malays_National_Organisation,Unknown
United_Nations,Unknown
United_States,Unknown
United_States_Bill_of_Rights,Unknown
United_States_Congress,Unknown
United_States_Constitution,Unknown
United_States_Declaration_of_Independence,Unknown
United_States_House_of_Representatives,Unknown
United_States_Numbered_Highways,Unknown
United_States_Senate,Unknown
United_States_Virgin_Islands,Unknown
United_States_dollar,Unknown
United_for_Peace_and_Justice,Unknown
Universe,Unknown
University,Unknown
University_of_Bristol,Unknown
University_of_Cambridge,Unknown
University_of_Chicago,Unknown
University_of_Texas_at_Austin,Unknown
Unix,Unknown
Ununbium,Unknown
Ununhexium,Unknown
Ununoctium,Unknown
Ununpentium,Unknown
Ununquadium,Unknown
Ununtrium,Unknown
Upsilon_Andromedae,Unknown
Upsilon_Andromedae_b,Unknown
Upsilon_Andromedae_c,Unknown
Upsilon_Andromedae_d,Unknown
Uranium,Unknown
Uranus,Unknown
Urial,Unknown
Ursuline_Convent_Riots,Unknown
Uruguay,Unknown
Utilitarianism,Unknown
Utrecht_%28city%29,Unknown
Uzbekistan,Unknown
Vacutainer,Unknown
Valpara%C3%ADso,Unknown
Vampire,Unknown
Vampire_bat,Unknown
Van_Halen,Unknown
Vanadium,Unknown
Vancouver,Unknown
Vanilla,Unknown
Vanuatu,Unknown
Varanasi,Unknown
Vasco_da_Gama,Unknown
Vatican_City,Unknown
Vegetable,Unknown
Vegetation,Unknown
Velociraptor,Unknown
Venezuela,Unknown
Venn_diagram,Unknown
Venus,Unknown
Venus_and_Adonis_%28opera%29,Unknown
Vernon_Kell,Male
Vertebrate,Unknown
Vestigial_structure,Unknown
Vicia_faba,Unknown
Victor_Hugo,Male
Victoria%2C_Seychelles,Unknown
Victoria_Cross,Unknown
Victoria_of_the_United_Kingdom,Female
Video,Unknown
Vienna,Unknown
Vietnam,Unknown
Vietnam_War,Unknown
Viking,Unknown
Vinaya,Unknown
Vincent_van_Gogh,Male
Virgil,Male
Virginian_Railway,Unknown
Virtuti_Militari,Unknown
Virus,Unknown
Visual_arts,Unknown
Vitamin,Unknown
Vitamin_C,Unknown
Vitamin_D,Unknown
Vitus_Bering,Male
Vivien_Leigh,Female
Vladimir_Lenin,Male
Vodafone,Unknown
Volcanic_pipe,Unknown
Volcano,Unknown
Vole,Unknown
Volga_River,Unknown
Volleyball,Unknown
Volt,Unknown
Voltaire,Male
Voting,Unknown
Vowel,Unknown
Voynich_manuscript,Unknown
Vulgar_Latin,Unknown
Vulture,Unknown
W._Mark_Felt,Male
WTA_Tour_Championships,Unknown
Wader,Male
Waheguru,Unknown
Wake_Island,Unknown
Wales,Unknown
Wall_Street,Unknown
Wallaby,Unknown
Wallis_and_Futuna,Unknown
Walrus,Unknown
Walt_Disney,Unknown
Walt_Whitman,Male
Walter_Raleigh,Male
Walter_Scott,Male
War,Unknown
War_and_Peace,Unknown
War_in_Somalia_%282006%E2%80%93present%29,Unknown
War_of_the_League_of_Cambrai,Unknown
War_of_the_Spanish_Succession,Unknown
Ward_Cunningham,Male
Warren_G._Harding,Male
Wars_of_Castro,Unknown
Wars_of_the_Roses,Unknown
Warsaw,Unknown
Warsaw_Uprising_%281794%29,Unknown
Wasabi,Unknown
Washington%2C_D.C.,Unknown
Washington_Metro,Unknown
Washington_streetcars,Unknown
Wasp,Unknown
Waste_management,Unknown
Watch,Unknown
Watchmen,Unknown
Water,Unknown
Water_Buffalo,Unknown
Water_polo,Unknown
Water_purification,Unknown
Water_resources,Unknown
Watercolor_painting,Unknown
Watling_Street,Unknown
Wave,Unknown
Wave%E2%80%93particle_duality,Unknown
Wayne_Rooney,Male
Weakest_Link,Unknown
Weapon,Unknown
Weasel,Unknown
Weather,Unknown
Weather_forecasting,Unknown
Weather_map,Unknown
Weed,Unknown
Weight_training,Unknown
Weimar_Republic,Unknown
Welding,Unknown
Wellington,Unknown
Welsh_law,Unknown
Wernher_von_Braun,Male
Wessex,Unknown
West_Bank,Unknown
West_Flemish,Unknown
West_Virginia,Unknown
Western_Front_%28World_War_I%29,Unknown
Western_Roman_Empire,Unknown
Western_Sahara,Unknown
Western_painting,Unknown
Westminster_Abbey,Unknown
Westminster_System,Unknown
Weston-super-Mare,Unknown
Westport_Country_Playhouse,Unknown
Weyauwega_derailment,Unknown
Weymouth,Unknown
Weyto_language,Unknown
Whale,Unknown
Whale_shark,Unknown
Whale_song,Unknown
Wheat,Unknown
Where_Did_Our_Love_Go,Unknown
Whipworm,Unknown
White%27s_Tree_Frog,Unknown
White-tailed_Eagle,Unknown
White_Mountain_art,Unknown
White_Wagtail,Unknown
White_cliffs_of_Dover,Unknown
Whitethroat,Unknown
Whitney_Joins_The_JAMs,Unknown
Whooping_Crane,Unknown
Wigeon,Unknown
Wikimedia_Foundation,Unknown
Wikinews,Unknown
Wikipedia,Unknown
Wikipedia_Text_of_the_GNU_Free_Documentation_License,Unknown
Wikisource,Unknown
Wikispecies,Unknown
Wild_cat,Unknown
Wildebeest,Unknown
Willem_Barents,Male
William_Butler_Yeats,Male
William_Edington,Male
William_Ewart_Gladstone,Male
William_Gilbert,Male
William_Gladstone,Male
William_Harvey,Male
William_Henry_Harrison,Male
William_Hogarth,Male
William_Howard_Taft,Male
William_III_of_England,Male
William_II_of_England,Male
William_IV_of_the_United_Kingdom,Male
William_I_of_England,Male
William_Mahone,Male
William_McKinley,Male
William_N._Page,Unknown
William_Pitt_the_Younger,Male
William_Renshaw,Male
William_Shakespeare,Male
William_Tecumseh_Sherman,Male
William_Thomson%2C_1st_Baron_Kelvin,Male
William_Wilberforce,Male
William_and_Mary,Unknown
William_the_Silent,Male
Wind,Unknown
Windows_2000,Unknown
Windows_Vista,Unknown
Windows_XP,Unknown
Windsor_Castle,Unknown
Wine,Unknown
Winfield_Scott_%28ship%29,Unknown
Winfield_Scott_Hancock,Male
Winston_Churchill,Male
Winston_Tunnel,Unknown
Winter,Unknown
Witold_Pilecki,Male
Wolf_Brother,Unknown
Wolfgang_Amadeus_Mozart,Male
Wolverine,Male
Wombat,Unknown
Women%27s_rights,Unknown
Wood,Unknown
Wood_Pigeon,Unknown
Wood_fuel,Unknown
Woodpecker,Unknown
Woodrow_Wilson,Male
Woodruff,Unknown
Woodworking,Unknown
WorkChoices,Unknown
Work_%28thermodynamics%29,Unknown
Working_poor,Unknown
World_Bank_Group,Unknown
World_Health_Organization,Unknown
World_Heritage_Site,Unknown
World_Trade_Organization,Unknown
World_War_I,Unknown
World_War_II,Unknown
World_Wide_Web,Unknown
Worm,Unknown
Wowpurchase,Unknown
Wren,Unknown
Wrench,Unknown
Wrestling,Unknown
Wright_brothers,Unknown
Writing,Unknown
Wyndham_Robertson,Male
X-Men__The_Last_Stand,Unknown
X_Window_System,Unknown
X_Window_System_protocols_and_architecture,Unknown
X_Window_core_protocol,Unknown
Xanadu_House,Unknown
Xenon,Unknown
Yagan,Male
Yak,Unknown
Yamoussoukro,Unknown
Yangtze_River,Unknown
Yarralumla%2C_Australian_Capital_Territory,Unknown
Yeast,Unknown
Yellow_River,Unknown
Yellow_fever,Unknown
Yellowhammer,Unknown
Yellowstone_National_Park,Unknown
Yemen,Unknown
Yenisei_River,Unknown
Yes_Minister,Unknown
Yeti,Unknown
Yom_Kippur_War,Unknown
York,Unknown
Yorkshire_Dales,Unknown
Yotsuya_Kaidan,Unknown
You%27re_Still_the_One,Unknown
Ytterbium,Unknown
Yttrium,Unknown
Yugoslavia,Unknown
Yungay%2C_Peru,Unknown
Yuri_Gagarin,Male
Yuri_Knorosov,Male
Z%C3%BCrich,Unknown
ZX_Spectrum,Unknown
Zachary_Taylor,Male
Zambezi,Unknown
Zambia,Unknown
Zara_Yaqob,Male
Zebra,Unknown
Zebra_shark,Unknown
Zeus,Male
Zhang_Qian,Male
Zheng_He,Male
Ziad_Jarrah,Male
Zimbabwe,Unknown
Zinc,Unknown
Zinc_chloride,Unknown
Zion_National_Park,Unknown
Zionism,Unknown
Zirconium,Unknown
Zoroaster,Male
Zuid-Gelders,Unknown
Zulu,Unknown
